马家堡  翠林二里 1室1厅,https://www.danke.com/room/1678174952.html,建筑面积约43㎡,2楼,4号线大兴线,马家堡站,750米,https://public.danke.com.cn/public-20181106-FnLaYeLP7warP_P9QluRXvw9pPoQ?imageView2/1/w/380/h/285
广渠门外  南水关 2室1厅,https://www.danke.com/room/1977299989.html,建筑面积约62㎡,5楼,7号线、17号线,广渠门外站,650米,https://public.danke.com.cn/public-20190327-FjeEiySusjtW6AzLgOlGzy1h8bgh?imageView2/1/w/380/h/285
惠新西街北口  安慧里二区 1室1厅,https://www.danke.com/room/21312388.html,建筑面积约41㎡,11楼,5号线,惠新西街北口站,900米,https://public.danke.com.cn/public-20190705-FtLQ6paDm7B-VrkCiRnveNG2bKUv?imageView2/1/w/380/h/285
临河里  小街之春 1室1厅,https://www.danke.com/room/1695800001.html,建筑面积约53㎡,3楼,八通线,临河里站,850米,https://public.danke.com.cn/public-20190430-FvA_nEXfmJr337cSjyIwxqkqtilK?imageView2/1/w/380/h/285
刘家窑  筑梦园 1室1厅,https://www.danke.com/room/1759793636.html,建筑面积约55㎡,20楼,5号线,刘家窑站,350米,https://public.danke.com.cn/public-20180329-Fq05H8vJwY0Ma-OxmWV185-VHlKE?imageView2/1/w/380/h/285
方庄  紫芳园六区 1室1厅,https://www.danke.com/room/1815137062.html,建筑面积约72㎡,13楼,14号线,东段方庄站,750米,https://public.danke.com.cn/public-20181128-Frp7XxKL8AfVmVeXRBUhOHOho5C2?imageView2/1/w/380/h/285
惠新西街北口  欧陆经典万兴苑 1室1厅,https://www.danke.com/room/2064304649.html,建筑面积约54㎡,11楼,5号线,惠新西街北口站,850米,https://public.danke.com.cn/public-20190605-Fl74y5fOz9akiDP-VClDV_hPcuOE?imageView2/1/w/380/h/285
景泰  蒲黄榆三里 2室1厅,https://www.danke.com/room/1223078456.html,建筑面积约50㎡,6楼,14号线,东段景泰站,600米,https://public.danke.com.cn/public-20180312-Fh2dHqQxBXExbmDjbx_GJgMq_9O2?imageView2/1/w/380/h/285
积水潭  文慧园北路甲6号院 1室1厅,https://www.danke.com/room/1574931534.html,建筑面积约32㎡,1楼,2号线、19号线,积水潭站,1050米,https://public.danke.com.cn/public-20190709-FqjJhuk_CMmiObm5cKiH0mxn-0_O?imageView2/1/w/380/h/285
丰台南路  南开西里 1室1厅,https://www.danke.com/room/1372640182.html,建筑面积约42㎡,4楼,9号线,丰台南路站,1300米,https://public.danke.com.cn/public-20190826-FmRgI5bWOWI4vYjONULO0v3f7ysJ?imageView2/1/w/380/h/285
育新  育新花园 1室1厅,https://www.danke.com/room/732668052.html,建筑面积约48㎡,2楼,8号线,育新站,400米,https://public.danke.com.cn/public-20190819-FvWhytvzMT41GC9dwLKmFOMZ6v00?imageView2/1/w/380/h/285
北苑  华贸城7号院 1室1厅,https://www.danke.com/room/1663021104.html,建筑面积约54㎡,15楼,13号线,北苑站,650米,https://public.danke.com.cn/public-20190115-FgEBnCzZ8tPAIVS4WDL3nQ2BR5Z9?imageView2/1/w/380/h/285
潘家园  潘家园东里 1室1厅,https://www.danke.com/room/922840259.html,建筑面积约54㎡,9楼,10号线,潘家园站,700米,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285
人民大学  双安青年公寓 1室1厅,https://www.danke.com/room/1645363346.html,建筑面积约42㎡,7楼,4号线大兴线、12号线,人民大学站,500米,https://public.danke.com.cn/public-20190818-Fjf9J6A42m3WKo17K8IX3u805t_s?imageView2/1/w/380/h/285
北工大西门  松榆东里 1室1厅,https://www.danke.com/room/1316882510.html,建筑面积约45㎡,3楼,14号线,东段北工大西门站,400米,https://public.danke.com.cn/public-20181111-FlsLNzeCpbG_jm6xpI-bSbkdzRoL?imageView2/1/w/380/h/285
北京西站  北蜂窝中路甲8号院 1室1厅,https://www.danke.com/room/1809477530.html,建筑面积约43㎡,4楼,9号线、7号线,北京西站站,800米,https://public.danke.com.cn/public-20190328-FtqBFWgAquCPpqCszpSCQIExhAE9?imageView2/1/w/380/h/285
达官营  莲花池东路9号院 1室1厅,https://www.danke.com/room/1865271894.html,建筑面积约48㎡,1楼,7号线、16号线,达官营站,900米,https://public.danke.com.cn/public-20180103-Fg2PE-YitIigJIf9OMYT9PbKaz7J?imageView2/1/w/380/h/285
牡丹园  月季园（牡丹园） 2室1厅,https://www.danke.com/room/549890612.html,建筑面积约51㎡,1楼,10号线、19号线,牡丹园站,550米,https://public.danke.com.cn/public-20190302-FvYQ9p_XseYYYP_2weLYq4Gynw3f?imageView2/1/w/380/h/285
角门西  明日嘉园 1室1厅,https://www.danke.com/room/1320324144.html,建筑面积约39㎡,11楼,10号线、4号线大兴线,角门西站,450米,https://public.danke.com.cn/public-20181127-Fihzl3VA68wECdTgFKnBsiHaJd0Z?imageView2/1/w/380/h/285
草桥  南珠苑 1室1厅,https://www.danke.com/room/1543042967.html,建筑面积约58㎡,1楼,10号线、19号线、新机场线,草桥站,700米,https://public.danke.com.cn/public-20190826-FjAXJIJfvk-oaC8TSxxUU2OOCo_l?imageView2/1/w/380/h/285
马家堡  翠林二里 1室1厅,https://www.danke.com/room/1678174952.html,建筑面积约43㎡,2楼,4号线大兴线,马家堡站,750米,https://public.danke.com.cn/public-20181106-FnLaYeLP7warP_P9QluRXvw9pPoQ?imageView2/1/w/380/h/285
广渠门外  南水关 2室1厅,https://www.danke.com/room/1977299989.html,建筑面积约62㎡,5楼,7号线、17号线,广渠门外站,650米,https://public.danke.com.cn/public-20190327-FjeEiySusjtW6AzLgOlGzy1h8bgh?imageView2/1/w/380/h/285
惠新西街北口  安慧里二区 1室1厅,https://www.danke.com/room/21312388.html,建筑面积约41㎡,11楼,5号线,惠新西街北口站,900米,https://public.danke.com.cn/public-20190705-FtLQ6paDm7B-VrkCiRnveNG2bKUv?imageView2/1/w/380/h/285
临河里  小街之春 1室1厅,https://www.danke.com/room/1695800001.html,建筑面积约53㎡,3楼,八通线,临河里站,850米,https://public.danke.com.cn/public-20190430-FvA_nEXfmJr337cSjyIwxqkqtilK?imageView2/1/w/380/h/285
刘家窑  筑梦园 1室1厅,https://www.danke.com/room/1759793636.html,建筑面积约55㎡,20楼,5号线,刘家窑站,350米,https://public.danke.com.cn/public-20180329-Fq05H8vJwY0Ma-OxmWV185-VHlKE?imageView2/1/w/380/h/285
方庄  紫芳园六区 1室1厅,https://www.danke.com/room/1815137062.html,建筑面积约72㎡,13楼,14号线,东段方庄站,750米,https://public.danke.com.cn/public-20181128-Frp7XxKL8AfVmVeXRBUhOHOho5C2?imageView2/1/w/380/h/285
惠新西街北口  欧陆经典万兴苑 1室1厅,https://www.danke.com/room/2064304649.html,建筑面积约54㎡,11楼,5号线,惠新西街北口站,850米,https://public.danke.com.cn/public-20190605-Fl74y5fOz9akiDP-VClDV_hPcuOE?imageView2/1/w/380/h/285
景泰  蒲黄榆三里 2室1厅,https://www.danke.com/room/1223078456.html,建筑面积约50㎡,6楼,14号线,东段景泰站,600米,https://public.danke.com.cn/public-20180312-Fh2dHqQxBXExbmDjbx_GJgMq_9O2?imageView2/1/w/380/h/285
积水潭  文慧园北路甲6号院 1室1厅,https://www.danke.com/room/1574931534.html,建筑面积约32㎡,1楼,2号线、19号线,积水潭站,1050米,https://public.danke.com.cn/public-20190709-FqjJhuk_CMmiObm5cKiH0mxn-0_O?imageView2/1/w/380/h/285
丰台南路  南开西里 1室1厅,https://www.danke.com/room/1372640182.html,建筑面积约42㎡,4楼,9号线,丰台南路站,1300米,https://public.danke.com.cn/public-20190826-FmRgI5bWOWI4vYjONULO0v3f7ysJ?imageView2/1/w/380/h/285
育新  育新花园 1室1厅,https://www.danke.com/room/732668052.html,建筑面积约48㎡,2楼,8号线,育新站,400米,https://public.danke.com.cn/public-20190819-FvWhytvzMT41GC9dwLKmFOMZ6v00?imageView2/1/w/380/h/285
北苑  华贸城7号院 1室1厅,https://www.danke.com/room/1663021104.html,建筑面积约54㎡,15楼,13号线,北苑站,650米,https://public.danke.com.cn/public-20190115-FgEBnCzZ8tPAIVS4WDL3nQ2BR5Z9?imageView2/1/w/380/h/285
潘家园  潘家园东里 1室1厅,https://www.danke.com/room/922840259.html,建筑面积约54㎡,9楼,10号线,潘家园站,700米,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285
人民大学  双安青年公寓 1室1厅,https://www.danke.com/room/1645363346.html,建筑面积约42㎡,7楼,4号线大兴线、12号线,人民大学站,500米,https://public.danke.com.cn/public-20190818-Fjf9J6A42m3WKo17K8IX3u805t_s?imageView2/1/w/380/h/285
北工大西门  松榆东里 1室1厅,https://www.danke.com/room/1316882510.html,建筑面积约45㎡,3楼,14号线,东段北工大西门站,400米,https://public.danke.com.cn/public-20181111-FlsLNzeCpbG_jm6xpI-bSbkdzRoL?imageView2/1/w/380/h/285
北京西站  北蜂窝中路甲8号院 1室1厅,https://www.danke.com/room/1809477530.html,建筑面积约43㎡,4楼,9号线、7号线,北京西站站,800米,https://public.danke.com.cn/public-20190328-FtqBFWgAquCPpqCszpSCQIExhAE9?imageView2/1/w/380/h/285
达官营  莲花池东路9号院 1室1厅,https://www.danke.com/room/1865271894.html,建筑面积约48㎡,1楼,7号线、16号线,达官营站,900米,https://public.danke.com.cn/public-20180103-Fg2PE-YitIigJIf9OMYT9PbKaz7J?imageView2/1/w/380/h/285
牡丹园  月季园（牡丹园） 2室1厅,https://www.danke.com/room/549890612.html,建筑面积约51㎡,1楼,10号线、19号线,牡丹园站,550米,https://public.danke.com.cn/public-20190302-FvYQ9p_XseYYYP_2weLYq4Gynw3f?imageView2/1/w/380/h/285
角门西  明日嘉园 1室1厅,https://www.danke.com/room/1320324144.html,建筑面积约39㎡,11楼,10号线、4号线大兴线,角门西站,450米,https://public.danke.com.cn/public-20181127-Fihzl3VA68wECdTgFKnBsiHaJd0Z?imageView2/1/w/380/h/285
草桥  南珠苑 1室1厅,https://www.danke.com/room/1543042967.html,建筑面积约58㎡,1楼,10号线、19号线、新机场线,草桥站,700米,https://public.danke.com.cn/public-20190826-FjAXJIJfvk-oaC8TSxxUU2OOCo_l?imageView2/1/w/380/h/285
十里堡  八里庄东里 1室1厅,https://www.danke.com/room/1254257932.html,建筑面积约46㎡,6楼,6号线,十里堡站,600米,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285
广安门内  立恒名苑 1室1厅,https://www.danke.com/room/281248831.html,建筑面积约77㎡,12楼,7号线,广安门内站,1100米,https://public.danke.com.cn/public-20181109-FktlNDfwRM4pUc-QCdSvXHmwDo4l?imageView2/1/w/380/h/285
柳芳  柳芳北里社区 1室1厅,https://www.danke.com/room/697359130.html,建筑面积约43㎡,15楼,13号线,柳芳站,550米,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285
劲松  农光东里 1室1厅,https://www.danke.com/room/1218655288.html,建筑面积约50㎡,14楼,10号线,劲松站,700米,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285
北沙滩  志新村 1室1厅,https://www.danke.com/room/709444822.html,建筑面积约60㎡,1楼,15号线,北沙滩站,1300米,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285
回龙观东大街  霍营小区 2室1厅,https://www.danke.com/room/1451795079.html,建筑面积约63㎡,4楼,8号线,回龙观东大街站,850米,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285
十里堡  石佛营西里 1室1厅,https://www.danke.com/room/793091379.html,建筑面积约48㎡,4楼,6号线,十里堡站,1150米,https://public.danke.com.cn/public-20190825-FrMcfyqg0EL6mgd51GXEuptnm0an?imageView2/1/w/380/h/285
九棵树  葛布店南里 1室1厅,https://www.danke.com/room/1952008635.html,建筑面积约42㎡,3楼,八通线,九棵树站,300米,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285
通州北关  滨河家园 1室1厅,https://www.danke.com/room/655395504.html,建筑面积约55㎡,26楼,6号线,通州北关站,1050米,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285
果园  果园西小区 1室1厅,https://www.danke.com/room/785629509.html,建筑面积约62㎡,3楼,八通线,果园站,450米,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285
广安门内  天宁寺东里 1室1厅,https://www.danke.com/room/34892695.html,建筑面积约35㎡,4楼,7号线,广安门内站,900米,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285
北运河东  河畔丽景 1室1厅,https://www.danke.com/room/252661728.html,建筑面积约74㎡,13楼,6号线,北运河西站,1300米,//pangu-s1.danke.com.cn/build/img/room/no-picture-e63a495fc7.jpg??imageView2/1/w/380/h/285
黄渠  常营民族家园 2室1厅,https://www.danke.com/room/1188861828.html,建筑面积约84㎡,1楼,6号线,黄渠站,800米,https://public.danke.com.cn/public-20181019-FpW0eVrxDJaLwsNXrVlLQLm5Nyor?imageView2/1/w/380/h/285
管庄  北京新天地 2室1厅,https://www.danke.com/room/181001951.html,建筑面积约72㎡,10楼,八通线,管庄站,750米,https://public.danke.com.cn/public-20181121-FnY0SgdOLafev6KDGdchoU1Sf6OL?imageView2/1/w/380/h/285
鼓楼大街  小市口胡同3号院 2室1厅,https://www.danke.com/room/1243693098.html,建筑面积约60㎡,4楼,2号线、8号线,鼓楼大街站,750米,https://public.danke.com.cn/public-20190319-Fovh0B6pI51Gq9olH7Oyrow2lBT2?imageView2/1/w/380/h/285
望京南  蓝色家园 1室1厅,https://www.danke.com/room/1073566264.html,建筑面积约71㎡,5楼,12号线,高家园站,900米,https://public.danke.com.cn/public-20190122-FlBGUoPiRjHavnFNkTXsZoGQeMuS?imageView2/1/w/380/h/285
芍药居  芍药居北里 1室1厅,https://www.danke.com/room/831948764.html,建筑面积约55㎡,16楼,13号线、10号线,芍药居站,1050米,https://public.danke.com.cn/public-20190412-FupG0AnHWwEyMjW8skW1L6j-Jtka?imageView2/1/w/380/h/285
东四十条  太平庄南里 2室1厅,https://www.danke.com/room/1102963190.html,建筑面积约39㎡,6楼,2号线、3号线,东四十条站,900米,https://public.danke.com.cn/public-20180803-FpX1-lkUzAzGTc25NUNRCXAygap4?imageView2/1/w/380/h/285
临河里  小街之春 1室1厅,https://www.danke.com/room/1122423033.html,建筑面积约53㎡,5楼,八通线,临河里站,850米,https://public.danke.com.cn/public-20190430-Fkaugvf_MAqss8ck-DnQaTm7QgR4?imageView2/1/w/380/h/285
古城  古城路小区 1室1厅,https://www.danke.com/room/704304931.html,建筑面积约38㎡,4楼,1号线,古城站,950米,https://public.danke.com.cn/public-20181010-Fus2aujj4pQFewdbCQiQ13Ny4nwI?imageView2/1/w/380/h/285
惠新西街南口  惠新里 2室1厅,https://www.danke.com/room/59272481.html,建筑面积约53㎡,3楼,5号线、10号线,惠新西街南口站,500米,https://public.danke.com.cn/public-20190613-FuVewQGH87dKDareCECjgNrdro3F?imageView2/1/w/380/h/285
达官营  京铁和园 1室1厅,https://www.danke.com/room/445503923.html,建筑面积约37㎡,19楼,7号线、16号线,达官营站,1600米,https://public.danke.com.cn/public-20181030-FjWBdpNIEYYGAOqEjt8_sel97tBL?imageView2/1/w/380/h/285
广渠门外  领行国际 1室1厅,https://www.danke.com/room/37844534.html,建筑面积约62㎡,23楼,7号线、17号线,广渠门外站,600米,https://public.danke.com.cn/public-20180906-FicIcyEIH3gXNa30nKR19wTSa2OL?imageView2/1/w/380/h/285
海户屯  马公庄 1室1厅,https://www.danke.com/room/1286395050.html,建筑面积约43㎡,7楼,8号线,南段海户屯站,750米,https://public.danke.com.cn/public-20181001-FmtCIiCYYTr9DGW9LTc2PlA1RWwB?imageView2/1/w/380/h/285
永定门外  城市亮点 1室1厅,https://www.danke.com/room/607642586.html,建筑面积约45㎡,1楼,8号线南段、14号线,东段永定门外站,250米,https://public.danke.com.cn/public-20181204-FvKTsN0Ed5qPNF4p_BJPN0Je7EOe?imageView2/1/w/380/h/285
新宫  公园懿府 1室1厅,https://www.danke.com/room/1611581730.html,建筑面积约53㎡,4楼,4号线大兴线、19号线,新宫站,2400米,https://public.danke.com.cn/public-20180609-Fk5cQ1MVslSlc6mQvomF6Aik20sN?imageView2/1/w/380/h/285
百子湾  沿海赛洛城 1室1厅,https://www.danke.com/room/2098873671.html,建筑面积约54㎡,7楼,7号线,百子湾站,650米,https://public.danke.com.cn/public-20181022-FkGzmwa9Pd7n3sNkh1tMgytVZrBJ?imageView2/1/w/380/h/285
六里桥  吴家村路10号院 1室1厅,https://www.danke.com/room/930163210.html,建筑面积约43㎡,1楼,9号线、10号线,六里桥站,1050米,https://public.danke.com.cn/public-20181029-FjACgZ5-jP2zrBcLivh6ddW4UwpK?imageView2/1/w/380/h/285
玉泉路  玉泉路甲65号院 1室1厅,https://www.danke.com/room/819920851.html,建筑面积约38㎡,6楼,1号线,玉泉路站,950米,https://public.danke.com.cn/public-20190712-FmBZVRq-OtU05FH2Sm4xpCTv5dBi?imageView2/1/w/380/h/285
魏公村  大柳树甲17号院 1室1厅,https://www.danke.com/room/1710578745.html,建筑面积约38㎡,3楼,4号线大兴线,魏公村站,1050米,https://public.danke.com.cn/public-20190704-FiIEwgT1lPUxvzIUcS_eL53Da-W7?imageView2/1/w/380/h/285
方庄  紫芳园一区 2室1厅,https://www.danke.com/room/1491184421.html,建筑面积约67㎡,1楼,14号线,东段方庄站,300米,https://public.danke.com.cn/public-20190629-FpXvKvIE2k_TfXaYspelLN4ojdJ2?imageView2/1/w/380/h/285
九龙山  九龙花园 1室1厅,https://www.danke.com/room/334880009.html,建筑面积约63㎡,17楼,7号线、14号线,东段九龙山站,650米,https://public.danke.com.cn/public-20181127-FgH6CejISBmanvlDR0ZL4sdeMauO?imageView2/1/w/380/h/285
火器营  怡丽北园 1室1厅,https://www.danke.com/room/1926894922.html,建筑面积约54㎡,4楼,10号线,火器营站,850米,https://public.danke.com.cn/public-20190709-FiqqC4-OHmcOOX3tc9YmsTPLwV8e?imageView2/1/w/380/h/285
三元桥  静安东里 1室1厅,https://www.danke.com/room/1668651594.html,建筑面积约42㎡,1楼,10号线、12号线、机场线,三元桥站,550米,https://public.danke.com.cn/public-20180730-lo33VstofxlR2j0wXUoxfpyFPuDX?imageView2/1/w/380/h/285
通州北苑  长城国际 1室1厅,https://www.danke.com/room/239278209.html,建筑面积约43㎡,11楼,八通线,通州北苑站,1050米,https://public.danke.com.cn/public-20190707-FjDVYC3ywubwxTBBenkuxM9o5jl4?imageView2/1/w/380/h/285
九龙山  金港国际 1室1厅,https://www.danke.com/room/1153387067.html,建筑面积约55㎡,10楼,7号线、14号线,东段九龙山站,500米,https://public.danke.com.cn/public-20190702-FifpxC4oKZ7FOHRPEoGpVF5Nc7n3?imageView2/1/w/380/h/285
方庄  芳城园三区 2室1厅,https://www.danke.com/room/980523166.html,建筑面积约76㎡,19楼,14号线,东段方庄站,500米,https://public.danke.com.cn/public-20190705-FvIFwUxfr4BQ8UrZ7YuWt5aqi4sb?imageView2/1/w/380/h/285
惠新西街南口  小关东街 2室1厅,https://www.danke.com/room/2112840507.html,建筑面积约53㎡,2楼,5号线、10号线,惠新西街南口站,500米,https://public.danke.com.cn/public-20190712-Fh7ry8FmUcb-8obE4ulD6lcNXiEq?imageView2/1/w/380/h/285
西红门  鸿坤理想城八期 1室1厅,https://www.danke.com/room/1740642445.html,建筑面积约44㎡,6楼,4号线大兴线,西红门站,1250米,https://public.danke.com.cn/public-20190706-FpaD-wtlKdrSd6gMENrJUkJoCYtM?imageView2/1/w/380/h/285
潘家园  潘家园小区 1室1厅,https://www.danke.com/room/850591496.html,建筑面积约40㎡,5楼,10号线,潘家园站,1000米,https://public.danke.com.cn/public-20180830-Fv_ulF9lvWgxm1IoZ62gSRbXEP3h?imageView2/1/w/380/h/285
金台路  甜水园北里 1室1厅,https://www.danke.com/room/410868455.html,建筑面积约51㎡,4楼,6号线、14号线,东段金台路站,650米,https://public.danke.com.cn/public-20181110-FnKbPDz-DDoAZomT995I-7pyCjNK?imageView2/1/w/380/h/285
九龙山  九龙花园 1室1厅,https://www.danke.com/room/1900177944.html,建筑面积约52㎡,19楼,7号线、14号线,东段九龙山站,650米,https://public.danke.com.cn/public-20190613-FsxMpzY62kH2x2BEUK95nHSoF809?imageView2/1/w/380/h/285
广渠门内  本家润园C区 1室1厅,https://www.danke.com/room/690159516.html,建筑面积约47㎡,11楼,7号线,广渠门内站,200米,https://public.danke.com.cn/public-20190217-FjxT06b8jOpZRMBOTaqjtcrutw3R?imageView2/1/w/380/h/285
青年路  国美第一城3号院 2室1厅,https://www.danke.com/room/585979368.html,建筑面积约87㎡,14楼,6号线,青年路站,1200米,https://public.danke.com.cn/public-20181010-FgC08eqbAqZNJS6wh5AatV3um1FO?imageView2/1/w/380/h/285
